Rank	EntrezID	Symbol	Score
890	3376	IARS1	-11.458
891	4703	NEB	-11.459
892	3782	KCNN3	-11.459
893	5495	PPM1B	-11.46
894	5631	PRPS1	-11.465
895	613	BCR	-11.47
896	1303	COL12A1	-11.475
897	2121	EVC	-11.479
898	6301	SARS1	-11.484
899	1186	CLCN7	-11.485
900	5828	PEX2	-11.487
901	51569	UFM1	-11.494
902	94005	PIGS	-11.5
903	6772	STAT1	-11.505
904	168667	BMPER	-11.508
905	1028	CDKN1C	-11.512
906	10667	FARS2	-11.521
907	1501	CTNND2	-11.528
908	9401	RECQL4	-11.53
909	9791	PTDSS1	-11.537
910	79631	EFL1	-11.537
911	80155	NAA15	-11.54
912	83879	CDCA7	-11.542
913	2898	GRIK2	-11.551
914	8635	RNASET2	-11.553
915	3785	KCNQ2	-11.556
916	51114	ZDHHC9	-11.557
917	10771	ZMYND11	-11.558
918	10159	ATP6AP2	-11.559
919	138050	HGSNAT	-11.56
920	3097	HIVEP2	-11.567
921	4591	TRIM37	-11.568
922	6506	SLC1A2	-11.569
923	55149	MTPAP	-11.584
924	8036	SHOC2	-11.587
925	3064	HTT	-11.595
926	4125	MAN2B1	-11.597
927	79947	DHDDS	-11.603
928	4915	NTRK2	-11.609
929	10229	COQ7	-11.612
930	57526	PCDH19	-11.617
931	1736	DKC1	-11.618
932	23203	PMPCA	-11.632
933	148789	B3GALNT2	-11.637
934	55870	ASH1L	-11.639
935	2969	GTF2I	-11.64
936	23345	SYNE1	-11.648
937	5805	PTS	-11.648
938	55280	CWF19L1	-11.651
939	4720	NDUFS2	-11.669
940	51594	NBAS	-11.67
941	87178	PNPT1	-11.672
942	9409	PEX16	-11.677
943	22995	CEP152	-11.678
944	10584	COLEC10	-11.684
945	6234	RPS28	-11.696
946	54084	TSPEAR	-11.701
947	9215	LARGE1	-11.707
948	25977	NECAP1	-11.71
949	4774	NFIA	-11.711
950	2464	FRA16E	-11.715
951	57017	COQ9	-11.722
952	8050	PDHX	-11.725
953	92344	GORAB	-11.731
954	4054	LTBP3	-11.734
955	8318	CDC45	-11.736
956	7965	AIMP2	-11.743
957	6095	RORA	-11.76
958	7050	TGIF1	-11.763
959	6843	VAMP1	-11.766
960	7025	NR2F1	-11.767
961	790955	UQCC3	-11.77
962	5913	RAPSN	-11.782
963	501	ALDH7A1	-11.795
964	1356	CP	-11.804
965	7015	TERT	-11.806
966	5111	PCNA	-11.814
967	11019	LIAS	-11.817
968	1789	DNMT3B	-11.819
969	81603	TRIM8	-11.827
970	100506658	OCLN	-11.84
971	1277	COL1A1	-11.843
972	55262	MAP11	-11.846
973	25821	MTO1	-11.853
974	22906	TRAK1	-11.856
975	23400	ATP13A2	-11.856
976	7430	EZR	-11.856
977	93986	FOXP2	-11.859
978	5530	PPP3CA	-11.861
979	23334	SZT2	-11.861
980	84197	POMK	-11.863
981	1650	DDOST	-11.872
982	9662	CEP135	-11.875
983	4174	MCM5	-11.883
984	22	ABCB7	-11.884
985	8575	PRKRA	-11.886
986	4256	MGP	-11.89
987	85301	COL27A1	-11.892
988	23529	CLCF1	-11.907
989	3077	HFE	-11.908
990	162417	NAGS	-11.919
991	3745	KCNB1	-11.921
992	4618	MYF6	-11.937
993	10370	CITED2	-11.94
994	54903	MKS1	-11.942
995	29078	NDUFAF4	-11.944
996	55640	FLVCR2	-11.947
997	165	AEBP1	-11.949
998	6997	TDGF1	-11.957
999	582	BBS1	-11.967
1000	4508	NotFound*	-11.969
